Word,POS,Frequency
dispergo,NOUN,2
euerto,ADJ,2
irrogo,VERB,2
deambulo,ADJ,2
imputo,VERB,2
crudelis,ADJ,2
decurro,VERB,2
medietas,NOUN,2
consopio,NOUN,2
familiaritas,NOUN,2
hebdomas,NOUN,2
renovo,VERB,2
regenero,ADJ,2
uitio,NOUN,2
devastator,NOUN,2
linio,NOUN,2
digestiuus,ADJ,2
praecisus,VERB,2
amabilus,ADJ,2
parasceue,ADJ,2
praeficio,NOUN,2
commisdo,CCONJ,2
parochia,NOUN,2
consecuio,VERB,2
intemperies,ADV,2
excessiuus,ADJ,2
siccitas,NOUN,2
superstitio,NOUN,2
praestigiosus,ADJ,2
satietas,NOUN,2
primitiuus,ADJ,2
nubo,NOUN,2
clamandus,VERB,2
strictus,NOUN,2
laicalis,ADJ,2
coniugalis,ADJ,2
coniugium,NOUN,2
co,X,2
sanctio,NOUN,2
redaco,VERB,2
incorrigibilis,ADJ,2
iactura,NOUN,2
amico,NOUN,2
erogo,VERB,2
decimo,ADJ,2
ingurgito,VERB,2
manualis,ADJ,2
oratorius,ADJ,2
detractio,NOUN,2
religiositas,NOUN,2
blasphemo,VERB,2
uitandus,ADJ,2
iocus,NOUN,2
loquacitas,NOUN,2
iuvaro,ADJ,2
opprobrium,VERB,2
magdalenus,NOUN,2
insisto,ADJ,2
purgo,VERB,2
coaduno,VERB,2
scalaris,ADJ,2
salsus,VERB,2
breuior,ADJ,2
claresco,ADJ,2
confugio,NOUN,2
irreverentia,NOUN,2
emendatio,NOUN,2
incitatio,NOUN,2
bidus,ADJ,2
lagena,NOUN,2
linteus,ADJ,2
incipiendus,VERB,2
recumbo,VERB,2
cedron,NOUN,2
clausus,VERB,2
iactus,NOUN,2
agonium,ADJ,2
ostiarius,NOUN,2
anathematizo,VERB,2
adiuro,VERB,2
malefactor,NOUN,2
rumor,NOUN,2
baiulo,NOUN,2
collis,NOUN,2
sicera,NOUN,2
acetum,NOUN,2
crus,NOUN,2
deprehendio,VERB,2
prospectus,NOUN,2
unitivus,ADJ,2
commisceo,VERB,2
seruio,VERB,2
vico,NOUN,2
persuasibilis,ADJ,2
idiota,NOUN,2
uiolator,NOUN,2
apollum,NOUN,2
cepha,NOUN,2
damnabilis,ADJ,2
excommunicatio,NOUN,2
ebriosus,ADJ,2
dimittendus,VERB,2
fornicor,ADJ,2
licet,VERB,2
lucrifacio,NOUN,2
plaga,NOUN,2
discooperio,NOUN,2
manducandus,VERB,2
ceremonia,NOUN,2
attractiuus,NOUN,2
displiceo,ADJ,2
largitio,NOUN,2
castigatio,NOUN,2
obliquus,ADJ,2
obliquo,ADJ,2
immunis,ADJ,2
praeaviso,VERB,2
grossitia,ADJ,2
locatio,NOUN,2
melodia,NOUN,2
baccalarius,ADJ,2
lector,NOUN,2
presbyterus,NOUN,2
diocesi,NOUN,2
plebanum,ADJ,2
punicus,ADJ,2
tentio,NOUN,2
absinthium,NOUN,2
fauus,ADJ,2
distillans,VERB,2
guttur,NOUN,2
ecclesiasticus,ADV,2
habitator,NOUN,2
amarior,ADJ,2
circumsto,VERB,2
consummator,NOUN,2
eliseus,NOUN,2
libero,ADV,2
paracletus,NOUN,2
tricausalus,ADJ,2
tricausalis,ADJ,2
metior,ADJ,2
paenultimus,ADJ,2
extollo,VERB,2
gratificor,ADJ,2
reparatiuus,ADJ,2
tumor,NOUN,2
appetitio,NOUN,2
mendico,ADV,2
censo,NOUN,2
familiaris,ADJ,2
ebullio,NOUN,2
impingo,VERB,2
incendium,NOUN,2
palla,NOUN,2
dioge,NOUN,2
uitupero,VERB,2
spuo,PRON,2
mundificatiuus,ADJ,2
lenificatiuus,ADJ,2
incitamentum,NOUN,2
emolumentum,NOUN,2
recordatio,NOUN,2
raymundus,ADJ,2
cain,NOUN,2
diaeta,NOUN,2
ardentissimus,ADJ,2
aser,NOUN,2
mitigo,ADJ,2
mutuo,ADV,2
tectum,NOUN,2
ditissimus,ADJ,2
oraculum,NOUN,2
consulo,NOUN,2
lucrifacio,VERB,2
communiloquium,NOUN,2
fornax,NOUN,2
inexstinguibilis,ADJ,2
asperus,ADJ,2
lauatio,NOUN,2
laedo,VERB,2
dorsum,NOUN,2
prudentissimus,ADJ,2
impatieo,VERB,2
ursus,NOUN,2
festuca,NOUN,2
aurifaber,ADJ,2
irremunero,VERB,2
expurgatio,NOUN,2
deformatio,NOUN,2
punitiuus,NOUN,2
expurgo,ADJ,2
exigentia,NOUN,2
difficile,ADJ,2
exsequia,NOUN,2
solatium,ADJ,2
symbolum,ADJ,2
communico,NOUN,2
accido,VERB,2
defunctus,VERB,2
privatus,ADJ,2
euolo,ADJ,2
hieronymus,NOUN,2
subuenio,VERB,2
flagrans,VERB,2
quadro,NOUN,2
ruga,ADJ,2
platea,ADJ,2
scaturiens,VERB,2
gyro,NOUN,2
fluuius,ADJ,2
scaturigo,ADJ,2
afficio,VERB,2
fervidus,ADJ,2
rectifico,VERB,2
exspectandus,VERB,2
amplexor,NOUN,2
galt,NOUN,2
probabilitas,NOUN,2
penetro,ADV,2
improbabilitas,NOUN,2
dissensio,NOUN,2
fulcimentum,NOUN,2
uenditor,NOUN,2
ponderositas,NOUN,2
supprimo,ADV,2
limito,VERB,2
turbis,NOUN,2
acutus,ADJ,2
speculor,VERB,2
incurvatio,NOUN,2
taciturnitas,DET,2
formido,NOUN,2
obtinendus,VERB,2
discredo,VERB,2
repugnantia,NOUN,2
dissentio,NOUN,2
radia,ADJ,2
sinapi,VERB,2
grossior,ADJ,2
irrationabilis,ADJ,2
incircumscriptibilis,ADJ,2
operator,NOUN,2
repraesentatio,NOUN,2
sabaoth,ADJ,2
sabaoth,PROPN,2
uelo,ADJ,2
forceps,ADJ,2
cherub,VERB,2
ora,NOUN,2
feruor,VERB,2
notificatio,NOUN,2
repletio,NOUN,2
disciplinalis,ADJ,2
gigno,ADJ,2
localis,ADJ,2
exorior,ADJ,2
unitrina,NOUN,2
pisum,NOUN,2
thomas,NOUN,2
indubitas,VERB,2
reno,VERB,2
remunerator,NOUN,2
indeterminatus,VERB,2
certior,ADJ,2
insufflatio,NOUN,2
insufflo,NOUN,2
reparator,NOUN,2
metus,NOUN,2
curandus,VERB,2
putridus,VERB,2
adaucto,VERB,2
cerimonia,NOUN,2
reputatio,NOUN,2
annuus,ADJ,2
interpello,NOUN,2
cultellus,NOUN,2
minuo,ADJ,2
scripno,NOUN,2
philus,NOUN,2
frango,VERB,2
millesimus,ADJ,2
aungo,VERB,2
digestibilis,ADJ,2
complexiono,ADJ,2
uiuacitas,NOUN,2
refocillo,VERB,2
concordantiae,NOUN,2
participo,NOUN,2
redolentia,NOUN,2
ianitor,NOUN,2
supercilium,NOUN,2
absoluo,VERB,2
admittendus,VERB,2
exsequendus,VERB,2
iurista,NOUN,2
pallium,NOUN,2
contentor,NOUN,2
ciuilis,ADJ,2
circumuallo,NOUN,2
bestia,ADJ,2
statio,NOUN,2
iacob,VERB,2
uacuo,ADJ,2
piscor,NOUN,2
lucida,ADJ,2
successiuus,ADJ,2
olfactus,VERB,2
pertranseo,ADV,2
isaias,NOUN,2
accensus,VERB,2
feudum,NOUN,2
paraclitus,ADJ,2
notifico,VERB,2
inuestigabilis,ADJ,2
offusco,VERB,2
obduro,VERB,2
praeualeo,ADJ,2
inflo,VERB,2
euanesco,VERB,2
superinduo,ADJ,2
prophetizo,VERB,2
patulus,NOUN,2
ululo,NOUN,2
schismatum,NOUN,2
caritatiuus,NOUN,2
uua,CCONJ,2
praegustatio,NOUN,2
descripo,VERB,2
felicissimus,ADJ,2
despondeo,VERB,2
obumbratio,NOUN,2
modius,ADV,2
concubina,ADJ,2
contractior,ADJ,2
commercium,NOUN,2
conubium,NOUN,2
difficulto,ADV,2
subaro,VERB,2
stupidus,ADJ,2
faustus,ADJ,2
omissio,NOUN,2
fugo,NOUN,2
insatiabilis,ADJ,2
circueo,VERB,2
job,ADP,2
insum,ADJ,2
premo,VERB,2
simia,ADJ,2
deturpo,VERB,2
audacia,NOUN,2
uigilao,ADJ,2
retentio,NOUN,2
gehenna,NOUN,2
infamia,NOUN,2
scortum,NOUN,2
co,ADP,2
hamus,VERB,2
frenum,ADJ,2
calcar,NOUN,2
prodigo,VERB,2
anxietas,NOUN,2
acerbus,NOUN,2
epulo,NOUN,2
sempiternitas,NOUN,2
baptizator,NOUN,2
scabies,NOUN,2
congruentia,NOUN,2
consanguinitas,NOUN,2
pingo,NOUN,2
stuprum,NOUN,2
modestus,ADJ,2
accipiter,ADV,2
brigittum,VERB,2
uetulis,ADJ,2
lugeo,VERB,2
libidinosus,ADJ,2
arabia,NOUN,2
raptor,NOUN,2
sagitto,NOUN,2
pix,NOUN,2
frequentia,NOUN,2
consanguineus,NOUN,2
horreo,VERB,2
deformo,ADJ,2
perimo,VERB,2
relaxo,VERB,2
aegroueo,NOUN,2
despicor,VERB,2
breuissimus,ADJ,2
plango,VERB,2
habena,NOUN,2
incinero,VERB,2
prolongo,ADJ,2
exsicco,ADJ,2
phreneticus,ADJ,2
impetro,ADV,2
glutino,NOUN,2
infelicissimus,ADJ,2
habilito,VERB,2
contrio,NOUN,2
exercitatio,NOUN,2
fastidio,ADJ,2
consortio,NOUN,2
urna,NOUN,2
textura,NOUN,2
dulcior,ADJ,2
ardentis,VERB,2
subtilus,ADJ,2
degusto,ADV,2
honoror,NOUN,2
inuidus,ADJ,2
adulter,ADJ,2
inhonorus,ADJ,2
maximinus,ADJ,2
beatificatio,NOUN,2
perforo,VERB,2
christifidelis,ADJ,2
luminosus,ADJ,2
redimio,VERB,2
firmissimus,ADJ,2
corium,NOUN,2
inconstans,ADJ,2
lunaris,ADJ,2
maledictio,NOUN,2
equito,VERB,2
tractabilis,ADJ,2
contemptor,NOUN,2
praedestino,ADJ,2
inveniendo,VERB,2
grauior,ADJ,2
iuvor,NOUN,2
reviviscentia,NOUN,2
iucundo,ADJ,2
animosus,ADJ,2
inueniendus,VERB,2
carnea,ADJ,2
fauces,NOUN,2
disconuenio,VERB,2
amorosa,ADJ,2
repromitto,VERB,2
innocentus,ADJ,2
agon,VERB,2
vivifico,ADJ,2
reconcilio,VERB,2
transgredior,ADJ,2
renuntio,VERB,2
tribunus,NOUN,2
offio,NOUN,2
daemonicus,ADJ,2
jacob,X,2
absconsio,NOUN,2
contrahendus,VERB,2
absento,ADV,2
evagatio,NOUN,2
temptatrix,NOUN,2
diabolix,ADV,2
aggrauo,NOUN,2
macero,VERB,2
deponendus,VERB,2
sarcina,NOUN,2
somnium,NOUN,2
aegyptus,ADJ,2
circumspicio,NOUN,2
coniecturum,VERB,2
computo,VERB,2
volo,VERB,2
nutus,VERB,2
depromo,NOUN,2
eiciendus,VERB,2
perterreo,VERB,2
pestis,NOUN,2
inhibeo,ADP,2
nummularius,NOUN,2
spolio,ADJ,2
indignatio,NOUN,2
circumeo,ADP,2
supraponio,DET,2
martellus,ADJ,2
subiicio,VERB,2
densus,NOUN,2
ueneno,NOUN,2
deceptoria,NOUN,2
aculeus,NOUN,2
abiicio,VERB,2
caypha,ADJ,2
determino,VERB,2
emo,ADV,2
sollicio,VERB,2
invisco,ADJ,2
siluestris,NOUN,2
transeundus,VERB,2
specifico,ADJ,2
proiectum,VERB,2
flendus,VERB,2
revigo,NOUN,2
curuo,ADJ,2
attollo,NOUN,2
curiositas,NOUN,2
uetitus,VERB,2
insuperabilis,ADJ,2
despectuosissimus,ADJ,2
generalissimus,ADJ,2
dolendus,VERB,2
satisfactorium,NOUN,2
superbio,ADJ,2
delectandus,VERB,2
diluculum,ADJ,2
joseph,X,2
perfidus,ADJ,2
afflicto,VERB,2
flagrantia,NOUN,2
longinquus,ADJ,2
superuiuo,ADJ,2
inungo,VERB,2
exsto,ADJ,2
pisticus,ADJ,2
gyrus,NOUN,2
circumuoluo,ADP,2
nitidus,ADJ,2
horrendus,ADJ,2
miserrimus,ADJ,2
planctus,NOUN,2
iuuentus,NOUN,2
sublo,ADJ,2
praecedo,ADP,2
amoueo,NOUN,2
findo,VERB,2
collocatus,VERB,2
mico,ADJ,2
uulneraio,NOUN,2
syrus,ADJ,2
redimo,NOUN,2
triumphalis,ADJ,2
cicatrix,NOUN,2
plenarius,ADJ,2
unitiuus,ADJ,2
transformatiua,ADJ,2
azymus,ADJ,2
mastico,ADJ,2
exsistens,VERB,2
gomor,NOUN,2
refreno,NOUN,2
salsus,NOUN,2
uas,ADV,2
dignissimus,ADJ,2
gemma,NOUN,2
caelicola,ADJ,2
uolucris,ADJ,2
pavimentum,NOUN,2
destino,ADJ,2
ancillatio,NOUN,2
habitualis,ADJ,2
lumbus,ADJ,2
lumbus,NOUN,2
districtio,NOUN,2
aquaticus,ADJ,2
temperatus,VERB,2
globus,NOUN,2
pasceo,ADJ,2
cinnamomum,NOUN,2
temperatis,VERB,2
amoenissimus,ADJ,2
ferventus,VERB,2
obtutus,VERB,2
theophania,NOUN,2
superabundantia,VERB,2
promptissimus,ADJ,2
speciosissimus,ADJ,2
fimbria,NOUN,2
circumamictus,VERB,2
prudentialis,ADJ,2
ordinatissimus,VERB,2
vito,VERB,2
acquisibilis,ADJ,2
nupta,VERB,2
pharisaeum,NOUN,2
gallina,NOUN,2
annihilo,ADV,2
ambitio,NOUN,2
irrisio,NOUN,2
inops,ADJ,2
intumesco,VERB,2
uilesco,VERB,2
soliloquium,NOUN,2
aspicio,VERB,2
capesco,VERB,2
precatio,NOUN,2
prosequor,ADP,2
porrigo,ADP,2
notabilis,ADJ,2
defluo,NOUN,2
desideriosus,VERB,2
famulor,VERB,2
extenuo,ADV,2
congelatio,NOUN,2
feruidus,VERB,2
praeuaricator,NOUN,2
nefarius,ADJ,2
perfero,VERB,2
conuiuo,ADJ,2
sapientior,ADJ,2
purpura,NOUN,2
conteno,ADJ,2
derisio,NOUN,2
director,NOUN,2
cautela,NOUN,2
necessarius,ADV,2
commoditas,NOUN,2
existimatio,NOUN,2
tiueo,NOUN,2
conscius,ADJ,2
incertus,ADJ,2
astruo,NOUN,2
observo,NOUN,2
anagogicus,ADJ,2
coniungo,ADV,2
uigil,NOUN,2
iuvenilis,ADJ,2
binarius,ADJ,2
superfluo,NOUN,2
nauigatio,NOUN,2
polleo,ADJ,2
cubitum,VERB,2
statura,NOUN,2
accidens,ADJ,2
calceus,NOUN,2
calceus,ADJ,2
ueno,ADJ,2
difformis,ADJ,2
contubernium,NOUN,2
perdifficilis,ADJ,2
pacificator,NOUN,2
operimentum,NOUN,2
conuenientia,NOUN,2
inexplicabilis,ADJ,2
ruber,ADJ,2
persevero,VERB,2
imber,NOUN,2
elementativae,NOUN,2
gesto,ADJ,2
eleuo,ADV,2
dieta,NOUN,2
capharnas,NOUN,2
luteus,ADJ,2
proximior,ADJ,2
complicatiuus,ADJ,2
praeiaceo,ADV,2
hereditatio,NOUN,2
pacificatio,NOUN,2
persteto,VERB,2
sartoria,NOUN,2
occubo,NOUN,2
responsoris,NOUN,2
stultis,ADJ,2
dignior,ADJ,2
assistrix,NOUN,2
nominandus,ADJ,2
gabriel,ADP,2
raphael,NOUN,2
mathematicus,ADJ,2
irido,ADJ,2
jesuus,ADJ,2
kalus,NOUN,2
uenustus,ADJ,2
spiritualus,ADJ,2
adiuvor,VERB,2
diffino,ADJ,2
consono,VERB,2
providentia,NOUN,2
retraho,NOUN,2
mico,NOUN,2
praestantior,ADJ,2
situs,VERB,2
linquo,ADJ,2
uocandus,VERB,2
electissimus,VERB,2
philippensis,NOUN,2
appropinquatio,NOUN,2
caducus,NOUN,2
helia,ADJ,2
eiengo,ADJ,2
stringo,NOUN,2
synodalis,ADJ,2
ieremia,ADP,2
scruto,NOUN,2
simplicior,ADJ,2
substantialus,NOUN,2
palpito,VERB,2
emineo,ADJ,2
assiduitas,NOUN,2
circumspectio,NOUN,2
subdo,ADP,2
adductus,VERB,2
lucifeo,NOUN,2
centralis,ADJ,2
assecuio,VERB,2
alleviatio,NOUN,2
animal,ADJ,2
effluxus,ADJ,2
corruptibilitas,ADJ,2
sublevor,NOUN,2
inpalpabilis,ADJ,2
fraudo,NOUN,2
quitantia,NOUN,2
permissio,NOUN,2
fucosus,ADJ,2
imploro,VERB,2
nequitiosus,ADJ,2
antepono,VERB,2
significativae,ADJ,2
jhesus,NOUN,2
communicatiuus,ADJ,2
euaporo,ADJ,2
dispar,ADJ,2
improbus,ADJ,2
perseveravo,ADJ,2
fluctuo,ADV,2
pulsao,VERB,2
transfiguro,VERB,2
secretior,ADJ,2
occultissimus,ADJ,2
auditorium,NOUN,2
locuplex,ADJ,2
ruo,VERB,2
dianus,ADJ,2
habitor,NOUN,2
sophisticus,ADJ,2
electiuus,ADJ,2
laxatiuus,ADJ,2
restrictiuus,ADJ,2
claudico,VERB,2
elego,VERB,2
umbrosus,ADJ,2
soliditas,NOUN,2
nodulus,NOUN,2
rotundus,ADJ,2
sphaerula,NOUN,2
incultus,ADJ,2
lucidissimus,ADJ,2
singularitas,NOUN,2
digeso,VERB,2
uirgineu,NOUN,2
socrus,NOUN,2
adhibendus,VERB,2
fatigatio,NOUN,2
ornatus,NOUN,2
campana,NOUN,2
pulsus,VERB,2
refeco,VERB,2
auidissimus,ADJ,2
beneficentia,NOUN,2
contremisco,NOUN,2
aceruus,ADJ,2
grate,ADV,2
educo,NOUN,2
linum,NOUN,2
respiratio,NOUN,2
terrendus,VERB,2
confirmandus,VERB,2
derelico,VERB,2
memorialis,ADJ,2
calefacio,ADJ,2
progressus,VERB,2
sublo,NOUN,2
insufficientia,NOUN,2
obnoxius,ADV,2
peculiarus,ADJ,2
improperium,NOUN,2
exprobro,ADJ,2
imbecillitas,NOUN,2
poeta,NOUN,2
adminiculum,NOUN,2
invariabilis,ADJ,2
physicus,ADJ,2
aboleo,VERB,2
iuda,NOUN,2
unguis,NOUN,2
transgressor,NOUN,2
caelitus,ADJ,2
exsul,NOUN,2
maahometh,NOUN,2
saracenis,ADJ,2
adipiscendus,VERB,2
ineuitabilis,ADJ,2
constantinopolitanus,ADJ,2
subactio,NOUN,2
constantinus,NOUN,2
oppidum,NOUN,2
aufugio,NOUN,2
protector,NOUN,2
exuberantia,VERB,2
pluit,VERB,2
embrius,ADV,2
captiuo,ADJ,2
porto,NOUN,2
induo,DET,2
ducalis,ADJ,2
spissitudo,NOUN,2
spissus,NOUN,2
mensurandus,VERB,2
uinco,ADJ,2
nuntio,NOUN,2
stercus,NOUN,2
uerbero,ADV,2
pugno,ADJ,2
delico,ADJ,2
carnis,NOUN,2
prostro,VERB,2
mereor,VERB,2
seruulus,NOUN,2
cuprum,NOUN,2
uirtualis,ADJ,2
acuties,NOUN,2
mundus,ADJ,2
oppressio,NOUN,2
coessentialis,ADJ,2
delectabilissimus,ADJ,2
intuitiuus,ADJ,2
enodatio,NOUN,2
rogatio,NOUN,2
certificatio,NOUN,2
adnuntiatio,NOUN,2
declaro,ADV,2
satiabilis,ADJ,2
absconsum,VERB,2
dar,ADP,2
und,VERB,2
ander,NOUN,2
situo,DET,2
supersubstantialitas,VERB,2
wir,NOUN,2
superstantialis,ADJ,2
itinerarium,ADJ,2
viuus,NOUN,2
iustissimus,ADJ,2
rea,NOUN,2
iono,ADJ,2
columbinus,NOUN,2
pictoria,ADJ,2
collecio,NOUN,2
copulatio,NOUN,2
inexhauribilis,ADJ,2
dispositum,VERB,2
durabilis,ADJ,2
attigo,ADV,2
colleco,ADJ,2
curriculum,NOUN,2
coniecto,VERB,2
hilaritas,NOUN,2
infigo,VERB,2
atto,VERB,2
edo,NOUN,2
purgator,NOUN,2
nihilifacio,NOUN,2
lazarus,ADJ,2
multiplicatiuus,ADJ,2
oliuetum,ADJ,2
propalasco,VERB,2
hypocrisis,ADJ,2
euersio,NOUN,2
dispensatoria,ADJ,2
infecundus,ADJ,2
anus,NOUN,2
muliebris,NOUN,2
stepha,NOUN,2
nonagenarius,ADJ,2
assequor,NOUN,2
isaac,PROPN,2
acceptatus,VERB,2
transmissus,VERB,2
zacharia,ADJ,2
teno,NOUN,2
arundo,NOUN,2
potatio,NOUN,2
dormitio,NOUN,2
inebriatiuus,ADJ,2
glorio,NOUN,2
heroicus,ADJ,2
elium,VERB,2
diffuse,ADJ,2
superaedifico,VERB,2
absum,NOUN,2
degusto,ADJ,2
centuplus,ADJ,2
intendo,ADV,2
diama,NOUN,2
guttula,NOUN,2
elementaris,ADJ,2
textor,NOUN,2
uiuo,ADP,2
extinguo,ADV,2
detestor,VERB,2
obprobrium,NOUN,2
agneo,VERB,2
praeualeo,ADP,2
imminuo,DET,2
ieremias,NOUN,2
moreo,VERB,2
censendus,VERB,2
pluto,VERB,2
tortura,NOUN,2
caracter,NOUN,2
capeo,NOUN,2
transformabilis,ADJ,2
depingo,ADJ,2
tenere,ADV,2
complico,NOUN,2
praeambulo,NOUN,2
praelocutio,NOUN,2
probaticus,ADJ,2
piscina,NOUN,2
praeiudico,VERB,2
sollemnis,ADJ,2
intactus,VERB,2
sibyllinus,ADJ,2
ambiguus,ADJ,2
ezechielus,ADJ,2
calefactibilis,ADJ,2
papalis,ADJ,2
deiformitas,VERB,2
degener,ADJ,2
assurgo,ADV,2
scythum,NOUN,2
imputo,NOUN,2
rodo,NOUN,2
creo,ADJ,2
hierarchicus,ADJ,2
dexter,ADJ,2
hospitor,NOUN,2
iohanna,NOUN,2
deambulatio,NOUN,2
laeo,NOUN,2
patefacio,ADV,2
captio,NOUN,2
malignitas,NOUN,2
spatium,NOUN,2
baiulo,ADJ,2
supplantator,NOUN,2
andreus,ADJ,2
benevolentia,NOUN,2
reformo,ADJ,2
maioritas,NOUN,2
ignominiosus,ADJ,2
gerulus,ADJ,2
famulus,NOUN,2
uigilantissimus,ADJ,2
difficillimus,VERB,2
insidiae,NOUN,2
euado,NOUN,2
thorax,ADJ,2
inermis,ADJ,2
insidiator,NOUN,2
intrepidus,ADJ,2
acutio,NOUN,2
concludo,DET,2
iaculus,NOUN,2
profanus,ADJ,2
figuro,NOUN,2
captivo,NOUN,2
sessio,NOUN,2
nihilum,PRON,2
operatrix,NOUN,2
hera,ADJ,2
impuritas,NOUN,2
numeralis,ADJ,2
mundialis,ADJ,2
mouendus,VERB,2
genericus,ADJ,2
sathanicus,ADJ,2
regitiua,ADJ,2
danielis,ADJ,2
regitiuus,ADJ,2
additio,NOUN,2
syllogizo,VERB,2
hypostaticus,NOUN,2
superbenedico,ADJ,2
seruitus,VERB,2
secretis,VERB,2
excellentis,ADJ,2
circumcido,VERB,2
constantissimus,VERB,2
maturus,ADJ,2
maturitas,NOUN,2
instruero,VERB,2
positio,NOUN,2
facilitas,NOUN,2
conferendus,VERB,2
euinco,NOUN,2
domasco,NOUN,2
acedia,ADJ,2
bracchium,NOUN,2
afflo,VERB,2
relabor,VERB,2
excerno,VERB,2
excello,ADJ,2
tripudium,NOUN,2
polymitus,NOUN,2
distentum,VERB,2
obnubilo,ADV,2
illicio,ADV,2
ablatus,VERB,2
deauro,NOUN,2
motrix,NOUN,2
distinco,ADJ,2
missiuus,ADJ,2
pincerna,ADJ,2
obscurior,ADJ,2
radior,ADJ,2
intueor,NOUN,2
fusio,NOUN,2
laetor,VERB,2
apostaticus,ADJ,2
reaedifico,VERB,2
dulcia,ADJ,2
consistorium,NOUN,2
metallaer,ADJ,2
necessito,ADV,2
connaturalis,ADJ,2
dualitas,NOUN,2
fodio,NOUN,2
confringo,NOUN,2
appendo,VERB,2
leuitas,NOUN,2
exigo,NOUN,2
animatio,NOUN,2
memoratiuus,ADJ,2
signabilis,ADJ,2
hilare,ADV,2
foveus,ADJ,2
transpareo,ADV,2
ligmen,NOUN,2
talpa,NOUN,2
exorcismus,NOUN,2
uexo,NOUN,2
aspicio,ADV,2
cilicium,NOUN,2
allium,NOUN,2
aegrotus,VERB,2
aegrus,ADJ,2
asina,NOUN,2
amplus,ADJ,2
sterno,ADJ,2
expositor,NOUN,2
dulcus,NOUN,2
sollemnizo,ADJ,2
chrysostomus,ADJ,2
praevenio,VERB,2
conuiua,ADJ,2
ierosolyma,ADJ,2
formator,NOUN,2
auditiuus,ADJ,2
nicodeo,ADV,2
nicodeo,VERB,2
uilitum,NOUN,2
pario,VERB,2
ancillaris,NOUN,2
supererogo,VERB,2
debitrix,NOUN,2
honestas,NOUN,2
accumbo,VERB,2
expleo,VERB,2
apparentialis,ADJ,2
insanus,ADJ,2
unguo,NOUN,2
servitrix,NOUN,2
amorosum,ADJ,2
perstringo,ADJ,2
consuetudinarius,ADJ,2
praeallego,VERB,2
peruersio,NOUN,2
peruersitas,NOUN,2
reclamo,VERB,2
inhabilis,ADJ,2
manuductio,NOUN,2
propitius,ADJ,2
modicito,ADV,2
deseruio,NOUN,2
eiulo,DET,2
increpo,VERB,2
aemulator,NOUN,2
clades,NOUN,2
exquiro,NOUN,2
incarcero,VERB,2
uilicus,ADJ,2
amoueo,VERB,2
austerus,ADJ,2
dilapidatio,NOUN,2
coquus,ADJ,2
mediocris,ADJ,2
resolutio,NOUN,2
salvo,ADV,2
brutum,ADJ,2
uinicola,NOUN,2
quadrupes,ADJ,2
superstitiosus,ADJ,2
discrassio,NOUN,2
aes,NOUN,2
uergo,ADJ,2
assequo,ADP,2
lubricus,ADJ,2
praeuenio,ADV,2
hepar,NOUN,2
propalasco,ADV,2
expeditus,VERB,2
rosa,ADJ,2
rosarium,NOUN,2
mustum,ADJ,2
ebullitio,NOUN,2
tollero,VERB,2
plo,VERB,2
barjona,ADJ,2
uindico,VERB,2
aristotelis,ADJ,2
astrologicus,ADJ,2
ierosolyme,ADJ,2
dubito,ADJ,2
sabulon,NOUN,2
uiculus,NOUN,2
diffinitio,NOUN,2
philo,NOUN,2
subdola,NOUN,2
dium,ADJ,2
hircus,NOUN,2
uitula,ADJ,2
inquino,ADJ,2
naamans,VERB,2
iordanes,ADJ,2
testator,NOUN,2
testa,ADJ,2
praefiguratio,NOUN,2
claustrum,NOUN,2
indeperdibilis,ADJ,2
permanentia,NOUN,2
uendico,ADJ,2
appeto,ADJ,2
obruo,NOUN,2
cesso,CCONJ,2
uaniloquium,ADJ,2
lactatio,NOUN,2
oppugno,NOUN,2
promulgo,VERB,2
illigo,VERB,2
delectabilitas,NOUN,2
periodus,NOUN,2
accidiosus,ADJ,2
saracenus,ADJ,2
phison,ADJ,2
gion,NOUN,2
eufras,ADJ,2
tigris,NOUN,2
tarditas,NOUN,2
aggredio,VERB,2
aequinoctium,ADJ,2
recitandus,VERB,2
sychar,NOUN,2
incalesco,ADJ,2
horizon,NOUN,2
emeo,VERB,2
impartibilis,ADJ,2
saltus,NOUN,2
sarracenus,NOUN,2
adorator,NOUN,2
praesens,ADV,2
praeco,NOUN,2
seminator,NOUN,2
prouenio,VERB,2
uerifico,VERB,2
elector,NOUN,2
iudaicus,ADJ,2
caerimonia,NOUN,2
involute,NOUN,2
syria,ADJ,2
lustro,NOUN,2
acquiesco,NOUN,2
illustro,VERB,2
adsto,VERB,2
sacrosanctus,ADJ,2
agilis,ADJ,2
alemannus,ADJ,2
suggestor,NOUN,2
paraclitum,ADJ,2
traduco,VERB,2
euacuo,NOUN,2
characterizo,NOUN,2
dogmaticus,NOUN,2
ethicus,NOUN,2
rectivae,NOUN,2
infans,ADJ,2
brutus,VERB,2
saul,NOUN,2
calcitro,NOUN,2
anania,ADJ,2
deuius,ADJ,2
uerisimilis,ADJ,2
astrologia,NOUN,2
optio,NOUN,2
fascia,NOUN,2
uetula,ADJ,2
renego,VERB,2
mansuesco,VERB,2
paco,ADJ,2
immersio,NOUN,2
uetulas,NOUN,2
glossator,NOUN,2
maleficium,NOUN,2
magistrellum,NOUN,2
profectus,VERB,2
inuado,ADJ,2
proclamo,VERB,2
uncio,NOUN,2
elevao,VERB,2
kalendae,NOUN,2
sexagesimus,ADJ,2
